,f2,f3,f4,f5,f6,f7,f8
0,-0.719753589,3.348140118,-3.508878114,0.25,0.301288723,0.0,0.000282238
1,0.120050889,4.082407319,-1.264060691,0.25,0.301288723,0.0,0.000282238
2,-0.762800223,3.310422163,-3.573319681,0.25,0.301288723,0.0,0.000282238
3,0.120573722,4.076860125,-1.263424256,0.25,0.301288723,0.0,0.000282238
4,-0.778317725,3.286620697,-3.585085923,0.25,0.301288723,0.0,0.000282238
5,0.122396576,4.060963972,-1.276780914,0.25,0.301288723,0.0,0.000282238
6,-0.688941841,3.36414836,-3.466686958,0.25,0.301288723,0.0,0.000282238
7,0.1215626,4.077321663,-1.263833152,0.25,0.301288723,0.0,0.000282238
8,-0.702444259,3.352866577,-3.4820704,0.25,0.301288723,0.0,0.000282238
9,0.120893524,4.074481967,-1.266948821,0.25,0.301288723,0.0,0.000282238
10,-0.755820533,3.311031934,-3.560631236,0.25,0.301288723,0.0,0.000282238
11,0.121561645,4.072478076,-1.264645913,0.25,0.301288723,0.0,0.000282238
12,-0.850955939,3.222544189,-3.683637466,0.25,0.301288723,0.0,0.000282238
13,0.124276913,4.05673473,-1.258390743,0.25,0.301288723,0.0,0.000282238
14,,,,,,,
15,,,,,,,
16,-1.1160207367908097,2.8432223157855634,-3.5449926236879503,0.25,0.400442195945092,0.0,0.0119947267542269
17,-0.1619807147555318,3.710088145274652,-1.8181590083007333,0.25,0.400442195945092,0.0,0.0119947267542269
18,-1.1075439399321363,2.907398427699119,-3.693960298416015,0.25,0.400442195945092,0.0,0.0119947267542269
19,-0.1637590332856806,3.760929642292005,-1.8793516946969624,0.25,0.400442195945092,0.0,0.0119947267542269
