,f2,f3,f4,f5,f6,f7,f8
0,-0.215992688686561,4.007719336206605,-2.2301740069231264,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
1,0.0445756247008919,4.359053010868919,-0.970912731589811,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
2,-0.2367586845413054,3.979569131637552,-2.3006501004801696,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
3,0.0439220561597712,4.35141873106595,-0.9774810428659492,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
4,-0.2163349415122635,3.999844712895723,-2.2523880286864006,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
5,0.0434211490639446,4.355549513872199,-0.9732968513822042,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
6,-0.2229214486308901,3.9991145037280025,-2.2544700891316958,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
7,0.0447322966001229,4.3568063640415895,-0.9731881669055245,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
8,-0.2172644607465237,4.004299724488877,-2.2381312825200625,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
9,0.0440615166430298,4.356463249233427,-0.9733951133219696,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
10,-0.2184723246547841,3.990002432620025,-2.2651893773621032,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
11,0.0434715581910492,4.347975438506179,-0.978317545185054,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
12,-0.2438628963979221,3.926591026174155,-2.2852381552746537,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
13,0.0476006761479261,4.308912100220258,-0.9365102698493613,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
14,0.0382350206412231,4.2952820784477375,-1.129696808556267,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
15,0.0401365835136129,4.360175438047024,-0.9582003965898518,0.125,0.5622522212086405,0.0029296875,0.0783563804513941
16,-0.2419458202051982,3.933741861585584,-2.26451477113968,0.125,0.6300633473445942,0.0029296875,0.0430344915455642
17,0.0482237568717458,4.31083117046788,-0.9385607455541674,0.125,0.6300633473445942,0.0029296875,0.0430344915455642
18,-0.216503736736648,4.003120689345384,-2.2382302576415047,0.125,0.6300633473445942,0.0029296875,0.0430344915455642
19,0.0442755128359895,4.353304743622326,-0.979944773518364,0.125,0.6300633473445942,0.0029296875,0.0430344915455642
